entry_idx,exit_idx,direction,entry_price,exit_price,raw_pnl_pips,pnl_pips,touches_high,touches_low,touches_total,bars_held,params
81374,82374,short,160.348,159.83,51.80000000000007,47.80000000000007,0,5,5,1000,"Slow (4H zones, 8 pips)"
82654,83654,long,160.06,161.37,131.00000000000023,127.00000000000023,22,0,22,1000,"Slow (4H zones, 8 pips)"
83974,84974,short,160.568,161.142,-57.399999999998386,-61.399999999998386,0,23,23,1000,"Slow (4H zones, 8 pips)"
85245,86245,long,161.354,161.558,20.39999999999793,16.39999999999793,2,22,24,1000,"Slow (4H zones, 8 pips)"
86521,87521,long,162.374,161.144,-122.99999999999898,-126.99999999999898,26,0,26,1000,"Slow (4H zones, 8 pips)"
88106,89106,short,160.21,160.05,15.999999999999659,11.999999999999659,15,8,23,1000,"Slow (4H zones, 8 pips)"
89421,90421,long,160.325,159.742,-58.29999999999984,-62.29999999999984,47,0,47,1000,"Slow (4H zones, 8 pips)"
90766,91766,long,160.086,160.894,80.79999999999927,76.79999999999927,97,0,97,1000,"Slow (4H zones, 8 pips)"
92329,93329,short,160.312,160.839,-52.69999999999868,-56.69999999999868,0,6,6,1000,"Slow (4H zones, 8 pips)"
93782,94782,short,160.557,161.815,-125.80000000000098,-129.80000000000098,86,2,88,1000,"Slow (4H zones, 8 pips)"
95224,96224,long,161.906,161.824,-8.199999999999363,-12.199999999999363,56,40,96,1000,"Slow (4H zones, 8 pips)"
96620,97620,short,161.534,161.867,-33.29999999999984,-37.29999999999984,42,37,79,1000,"Slow (4H zones, 8 pips)"
97936,98936,long,162.218,161.908,-31.000000000000227,-35.00000000000023,76,0,76,1000,"Slow (4H zones, 8 pips)"
99274,99999,short,161.735,163.454,-171.8999999999994,-175.8999999999994,23,0,23,725,"Slow (4H zones, 8 pips)"
