entry,exit,direction,hit_tp,hit_sl,pnl_pips,bars_to_exit,rr
155.44,155.45833432999999,short,False,True,-183.3432999998763,6,3.272549365045941
155.434,155.45433433,short,False,True,-203.3432999999718,8,2.655607536614658
155.408,155.38,short,True,False,279.9999999999159,7,6.460052649418137
155.403,155.40033433,short,False,True,26.65669999998954,1,22999999.999996133
155.438,155.44533433,short,False,True,-73.34330000020373,1,7.908016137783767
155.452,155.45133433,short,False,True,6.656699999894045,1,72000000.00000273
155.434,155.38,short,True,False,540.0000000000205,8,3.767179910049059
155.44,155.38,short,True,False,600.0000000000227,5,25.703306730450397
155.505,155.416,short,True,False,889.9999999999864,9,4.17168010431968
155.49,155.416,short,True,False,740.0000000001228,51,4.825773281267659
155.452,155.416,short,True,False,360.00000000001364,8,2.511453273366039
155.43,155.44733433,short,False,True,-173.34329999982856,4,2.9998275099223535
155.423,155.44033432999998,short,False,True,-173.34329999982856,4,2.5960045758942183
155.402,155.39833432999998,short,False,True,36.65670000003729,1,52999999.999997266
155.423,155.41033432999998,short,False,True,126.65670000018281,1,74000000.00001228
155.471,155.452,short,True,False,190.00000000005457,1,19000000.000005458
155.474,155.47833433,short,False,True,-43.34330000006048,1,3.2300263247057903
155.441,155.47533433,short,False,True,-343.34330000007185,13,3.291166596231116
155.462,155.384,short,True,False,780.0000000000296,10,2.752844341122017
155.469,155.384,short,True,False,850.0000000000796,9,6.891334997514977
155.493,155.47633433,short,False,True,166.6567000000896,1,36000000.00000136
155.524,155.382,short,True,False,1419.999999999959,27,5.835377427694404
155.51,155.51433433,short,False,True,-43.34330000006048,4,29.531669254488534
155.478,155.382,short,True,False,960.0000000000364,5,4.499789775446186
155.442,155.44233433,short,False,True,-3.343299999869487,1,101.69592917580684
155.462,155.45933433,short,False,True,26.65669999998954,1,54000000.00000204
155.56,155.57633433,short,False,True,-163.34330000006503,5,4.652777310116984
155.56,155.57633433,short,False,True,-163.34330000006503,5,4.652777310116984
155.596,155.60733433,short,False,True,-113.34329999982629,1,3.3526463408131892
155.606,155.61233433,short,False,True,-63.34330000015598,1,7.5777548690838055
155.616,155.61633433,short,False,True,-3.343299999869487,1,173.48129094692462
155.648,155.66033432999998,short,False,True,-123.34329999987403,4,7.296707644444029
155.594,155.61033433,short,False,True,-163.34330000006503,3,4.713998064197768
155.589,155.59833433,short,False,True,-93.343300000015,1,7.713462026732626
155.578,155.58633433,short,False,True,-83.34329999996726,4,7.319124632697651
155.892,155.91033432999998,short,False,True,-183.3432999998763,3,5.999673835916526
155.892,155.91033432999998,short,False,True,-183.3432999998763,3,5.999673835916526
155.848,155.86833433,short,False,True,-203.3432999999718,1,3.2457425447512485
155.873,155.87433433,short,False,True,-13.343300000201452,1,9.742717318639722
155.93,155.90833433,short,False,True,216.6567000000441,1,69999999.99999318
156.0,155.897,short,True,False,1030.0000000000864,44,9.087436134307586
155.983,155.897,short,True,False,860.0000000001273,7,5.999582819708421
155.978,155.97333433,short,False,True,46.65670000008504,1,81000000.00001727
155.978,155.899,short,True,False,790.0000000000773,11,3.2464423717458892
155.976,155.98533433,short,False,True,-93.343300000015,1,8.249119111921884
155.97,155.98333433,short,False,True,-133.34329999992178,2,5.324601986004517
155.981,155.99433433,short,False,True,-133.34329999992178,1,10.274232001163973
155.981,156.00033433,short,False,True,-193.34329999992406,1,7.085841609202609
155.964,155.98033433,short,False,True,-163.34330000006503,1,7.3464904896593115
155.964,155.97833433,short,False,True,-143.34329999996953,1,8.371510911220131
155.919,155.844,short,True,False,750.0000000001705,5,2.5567313110631713
155.904,155.90633433,short,False,True,-23.343299999964984,1,25.703306730450397
155.88,155.88233433,short,False,True,-23.343299999964984,1,16.70714937478667
155.904,155.88033432999998,short,False,True,236.6567000001396,1,76999999.99999818
155.866,155.85533433,short,False,True,106.65670000008731,1,26000000.000010457
155.911,155.92833432999998,short,False,True,-173.34329999982856,9,4.095918330853755
155.896,155.88833433,short,False,True,76.65669999994407,1,55999999.99998317
155.934,155.92733433,short,False,True,66.65669999989632,1,61000000.00000705
155.91,155.92233432999998,short,False,True,-123.34329999987403,4,2.9997575871607074
155.907,155.91233433,short,False,True,-53.34329999982401,1,22.68326106566495
155.909,155.786,short,True,False,1229.9999999999045,15,4.4998359206163325
155.932,155.93233433,short,False,True,-3.343300000153704,1,436.6942840704526
155.84,155.85333433,short,False,True,-133.34329999992178,1,6.224534716033508
155.831,155.84433433,short,False,True,-133.343300000206,1,5.5495851684988695
156.226,156.21833433,short,False,True,76.65669999994407,1,84000000.00000317
156.336,156.36733433,short,False,True,-313.3432999999286,3,3.319043362345297
156.45,156.45833432999999,short,False,True,-83.34329999996726,1,5.399354237233847
156.449,156.376,short,True,False,730.000000000075,4,3.98160172747282
156.462,156.45833432999999,short,False,True,36.65670000003729,1,85999999.99998431
156.462,156.42033433,short,False,True,416.6566999998622,1,85999999.99998431
156.505,156.51933433,short,False,True,-143.34329999996953,1,3.1393165917065575
156.48,156.48033433,short,False,True,-3.343300000153704,1,257.23087965791456
156.541,156.56233433,short,False,True,-213.34330000001955,1,6.515320612365013
156.472,156.402,short,True,False,700.000000000216,3,2.876594506610888
156.464,156.47833433,short,False,True,-143.34329999996953,7,4.325280637464395
156.464,156.47233433,short,False,True,-83.34329999996726,7,7.439110282414565
156.448,156.46633433,short,False,True,-183.3432999998763,5,3.0543794073767288
156.51,156.52233433,short,False,True,-123.34330000015825,1,9.566794467137138
156.632,156.58133433,short,False,True,506.65670000000773,1,240000000.0000091
156.504,156.52633433,short,False,True,-223.3433000000673,3,5.014701582718668
156.522,156.51033433,short,False,True,116.65669999985084,1,129999999.99999544
156.462,156.47333433,short,False,True,-113.3433000001105,3,6.17592746990117
156.755,156.698,short,True,False,569.9999999998795,6,6.106490771161806
156.798,156.76133432999998,short,False,True,366.6567000001919,1,180000000.00000682
156.798,156.71433432999999,short,False,True,836.6567000001623,1,126000000.00000477
156.81,156.80033433,short,False,True,96.65670000003956,1,62000000.00001182
156.798,156.81233433,short,False,True,-143.34329999996953,1,3.488129546342382
157.005,156.99933433,short,False,True,56.65669999984857,1,80999999.99998885
157.146,157.17033433,short,False,True,-243.3433000001628,2,2.7533118848940585
157.248,157.27933432999998,short,False,True,-313.3432999999286,3,5.393445463809861
157.288,157.30233433,short,False,True,-143.34329999996953,1,14.580381503708063
157.324,157.34133433,short,False,True,-173.34329999982856,3,14.133802690974896
157.266,157.33533433,short,False,True,-693.3433000000377,2,2.69707661413867
157.266,157.25433433,short,False,True,116.65669999985084,1,3999999.9999906775
157.341,157.35433433,short,False,True,-133.34329999992178,2,5.924557139357888
157.242,157.26233433,short,False,True,-203.3432999999718,3,8.458601783290666
157.394,157.07,short,True,False,3240.000000000123,99,10.340096628844021
157.199,157.20833432999999,short,False,True,-93.34329999973079,1,17.676683811317613
157.178,157.20233432999999,short,False,True,-243.34329999987858,1,5.917565842169368
157.243,157.25633433,short,False,True,-133.34329999992178,1,3.3747477376076556
157.315,157.26,short,True,False,550.0000000000682,3,4.124691679299904
157.298,157.31233433,short,False,True,-143.34329999996953,1,2.9997914098542107
157.342,157.34633433,short,False,True,-43.343299999776264,1,22.14875194101492
157.396,157.39633433,short,False,True,-3.343300000153704,1,448.65851103126016
157.33,157.246,short,True,False,840.0000000000318,11,2.5978580660248514
157.32,157.34433433,short,False,True,-243.3433000001628,2,3.040971335554928
157.32,157.246,short,True,False,739.9999999998386,5,3.468587951905547
157.308,157.32033433,short,False,True,-123.34330000015825,1,5.026620821714991
157.332,157.185,short,True,False,1469.9999999999136,11,10.25510086624367
157.334,157.32933433,short,False,True,46.65670000008504,1,149000000.0000009
157.212,157.14,short,True,False,720.0000000000273,10,5.022906546732078
157.202,157.21133433,short,False,True,-93.343300000015,2,10.498878869717378
157.214,157.22833433,short,False,True,-143.34329999996953,5,7.673885001950464
157.166,157.104,short,True,False,619.999999999834,6,5.026620821726573
157.17,157.104,short,True,False,659.9999999997408,8,15.227266959341348
157.148,157.17033433,short,False,True,-223.3433000000673,1,3.4923814593936533
157.136,157.07,short,True,False,660.000000000025,8,7.919052881278811
157.094,157.09433433,short,False,True,-3.343300000153704,1,74.77641850523837
157.105,157.11033433,short,False,True,-53.34330000010823,1,7.49859869935135
157.105,157.09733433,short,False,True,76.65669999994407,1,6999999.99997658
157.202,157.098,short,True,False,1039.99999999985,21,4.273797552677098
157.206,157.22033433,short,False,True,-143.34329999996953,10,7.534359820096134
157.118,157.12233433,short,False,True,-43.34330000006048,5,4.614323321010145
157.132,157.14233432999998,short,False,True,-103.34329999977854,58,5.99942134614868
157.112,157.12033433,short,False,True,-83.34329999996726,2,5.039397288086516
157.126,157.13033432999998,short,False,True,-43.343299999776264,1,20.995171110754818
157.108,157.12833433,short,False,True,-203.3432999999718,2,3.5899879661644927
157.122,157.086,short,True,False,360.00000000001364,10,15.421984038270239
157.12,157.086,short,True,False,339.99999999991815,7,6.373808894482341
157.11,157.11533433,short,False,True,-53.34329999982401,2,4.499159219635847
157.137,157.13233433,short,False,True,46.65670000008504,1,50999999.99998772
157.151,157.15333433,short,False,True,-23.343299999964984,4,35.12785253162366
157.162,157.15333433,short,False,True,86.65669999999182,1,93000000.00001773
157.124,157.13833433,short,False,True,-143.34329999996953,4,3.8369425009762237
157.206,157.21033433,short,False,True,-43.34330000006048,3,9.690078974130484
157.212,157.22333433,short,False,True,-113.3433000001105,3,4.23492169364709
157.221,157.22833433,short,False,True,-73.34329999991951,1,6.817255291221726
157.18,157.18933433,short,False,True,-93.343300000015,2,5.570833685975593
157.18,157.19633432999998,short,False,True,-163.3432999997808,5,3.1834792121924007
157.163,157.16333433,short,False,True,-3.343299999869487,1,194.41868813009646
157.161,157.17233432999998,short,False,True,-113.34329999982629,1,5.5583347229244895
157.173,157.098,short,True,False,749.9999999998863,7,2.960409847034062
157.193,157.20233432999999,short,False,True,-93.34329999973079,2,10.17748461863603
157.193,157.19433433,short,False,True,-13.343299999917235,1,71.19678040708679
157.221,157.20633433,short,False,True,146.6566999999941,1,75000000.00001705
157.216,156.9,short,True,False,3160.000000000025,33,22.044978732879017
157.196,157.22333433,short,False,True,-273.3433000000218,3,10.828873434979698
157.18,157.19533433,short,False,True,-153.34330000001728,4,18.25968268584083
157.158,156.9,short,True,False,2579.9999999998136,25,17.9987484591213
157.133,157.16333433,short,False,True,-303.34329999988086,26,7.681066303429006
157.118,156.9,short,True,False,2179.999999999893,19,7.9753189487348655
157.106,156.9,short,True,False,2059.9999999998886,65,9.223468982500338
157.094,157.09533433,short,False,True,-13.343299999917235,5,145.39131998920186
157.094,157.06633433,short,False,True,276.6567000000464,1,193999999.99998838
157.038,157.00833433,short,False,True,296.6567000001419,1,138000000.00000522
157.068,156.984,short,True,False,840.0000000000318,29,3.451913407932131
157.065,157.06633433,short,False,True,-13.343299999917235,1,42.718068244243554
157.076,157.05633433,short,False,True,196.65669999994861,1,67999999.99998362
157.03,156.909,short,True,False,1210.0000000000932,20,5.185492791097796
157.029,156.909,short,True,False,1200.0000000000455,21,27.6859399260871
157.005,157.02733433,short,False,True,-223.3433000000673,20,4.2983156423306506
156.951,156.909,short,True,False,420.0000000000159,4,3.1497645551014735
156.957,156.96933433,short,False,True,-123.34330000015825,1,5.269844409863716
156.92,156.93033433,short,False,True,-103.34330000006275,1,9.289426600458562
156.93,156.93233433,short,False,True,-23.343299999964984,13,45.40917522379164
156.93,156.93033433,short,False,True,-3.343299999869487,1,317.05201448907513
156.93,156.92133433,short,False,True,86.65669999999182,1,105999999.99999453
156.882,156.90233433,short,False,True,-203.3432999999718,5,2.8523192059930556
156.852,156.86033433,short,False,True,-83.34329999996726,4,3.3595981920565405
156.85,156.86233433,short,False,True,-123.34330000015825,1,2.9186830577708864
156.966,156.99633433,short,False,True,-303.34329999988086,13,3.4614247290136104
156.966,156.99033433,short,False,True,-243.34329999987858,8,4.3148917599157475
156.954,156.97833433,short,False,True,-243.34329999987858,17,3.8217612730683004
156.946,156.94233433,short,False,True,36.65670000003729,1,85000000.00000796
156.9,156.861,short,True,False,390.0000000001569,3,4.679440338939184
156.89,156.89933433,short,False,True,-93.343300000015,7,3.1068110941001335
156.943,156.94833433,short,False,True,-53.34329999982401,1,4.31169425215546
156.958,156.96033433,short,False,True,-23.343299999964984,1,14.565207147251167
156.962,156.97433433,short,False,True,-123.34330000015825,1,3.0808321165343995
157.021,157.02033433,short,False,True,6.656699999894045,1,88999999.99999863
156.966,156.97833433,short,False,True,-123.34329999987403,2,2.756533999013725
157.029,157.02633433,short,False,True,26.65669999998954,1,97000000.0000084
157.004,156.932,short,True,False,720.0000000000273,25,5.022906546732078
156.926,156.93633433,short,False,True,-103.34330000006275,1,3.870594416857963
156.949,156.95533433,short,False,True,-63.34329999987176,1,8.998583907079638
156.918,156.92333433,short,False,True,-53.34329999982401,1,4.874089154607277
156.977,156.97533433,short,False,True,16.656699999941793,1,44000000.00001114
156.974,156.97933433,short,False,True,-53.34330000010823,1,7.686063666836066
157.004,157.01433433,short,False,True,-103.34330000006275,2,6.192951066973291
156.971,156.97533433,short,False,True,-43.34330000006048,1,9.228646642026847
156.93,156.94933433,short,False,True,-193.34329999992406,4,3.2067312392017815
156.948,156.868,short,True,False,800.000000000125,8,7.741188833739966
156.932,156.95233432999999,short,False,True,-203.3432999999718,3,3.1473867100613506
156.932,156.95433433,short,False,True,-223.3433000000673,3,2.865543761553343
157.127,157.14733433,short,False,True,-203.3432999999718,1,7.130798014984037
157.113,156.982,short,True,False,1310.0000000000023,14,3.247853627418037
157.113,157.12733433,short,False,True,-143.34329999996953,1,9.138899411414979
157.12,157.15133433,short,False,True,-313.3432999999286,2,4.404115230803935
157.11,157.13233433,short,False,True,-223.34329999978308,5,5.731087523115251
157.14,157.16433433,short,False,True,-243.3433000001628,1,3.780667065825235
157.084,157.012,short,True,False,720.0000000000273,9,2.7340737356906297
157.08,157.09233433,short,False,True,-123.34329999987403,1,5.513067998025146
157.08,157.05033433,short,False,True,296.6567000001419,1,68000000.00001204
157.038,156.75,short,True,False,2880.000000000109,14,13.499369326356543
157.01,156.75,short,True,False,2599.999999999909,10,5.379199422023611
157.0,156.75,short,True,False,2500.0,9,8.823219042057413
156.966,157.00433433,short,False,True,-383.3432999999786,3,5.634636108157368
156.874,156.87933433,short,False,True,-53.34330000010823,1,15.184662366187416
156.892,156.722,short,True,False,1699.999999999875,19,4.811185042985956
156.856,156.89433433,short,False,True,-383.3432999999786,5,3.495561289319354
156.788,156.80933432999998,short,False,True,-213.34329999973534,2,3.0936054706233747
156.805,156.724,short,True,False,810.0000000001728,2,4.189439199602422
156.752,156.59,short,True,False,1620.0000000000614,14,2.8756887674000975
156.754,156.59,short,True,False,1639.9999999998727,50,5.999781227488443
156.683,156.70033433,short,False,True,-173.34330000011278,2,5.365076123503407
156.665,156.68733433,short,False,True,-223.3433000000673,1,3.358059095570184
156.732,156.77033433,short,False,True,-383.3432999999786,20,3.443388732762836
156.732,156.76833433,short,False,True,-363.34329999988313,51,3.6329278673928336
156.662,156.67933433,short,False,True,-173.34329999982856,1,4.615119246033255
156.68,156.71333433,short,False,True,-333.3433000000241,2,2.9399120966284937
156.646,156.65433432999998,short,False,True,-83.34329999996726,1,7.679081581844983
156.71,156.73233433,short,False,True,-223.34329999978308,3,2.731221397734622
156.719,156.73533433,short,False,True,-163.34330000006503,2,4.040569769312621
156.718,156.72033433,short,False,True,-23.343299999964984,1,24.41814139392179
156.916,156.89633433,short,False,True,196.65669999994861,1,49000000.000006594
156.922,156.93233433,short,False,True,-103.34330000006275,1,16.643555992492267
156.906,156.91733433,short,False,True,-113.34329999982629,1,13.763495504387556
156.901,156.94833433,short,False,True,-473.3432999998399,5,3.190073673802112
156.93,156.97833433,short,False,True,-483.3432999998877,3,3.724061138326499
156.88,156.75,short,True,False,1299.9999999999545,13,2.582730315472557
156.863,156.75,short,True,False,1129.9999999999955,10,5.844526290802109
156.856,156.75,short,True,False,1059.9999999999454,8,7.394834638243788
156.855,156.87233433,short,False,True,-173.34330000011278,4,6.057344010407178
156.902,156.89633433,short,False,True,56.65669999984857,1,137999999.9999768
156.848,156.85433433,short,False,True,-63.34329999987176,1,14.681900058917993
156.971,156.98033433,short,False,True,-93.343300000015,1,6.64214785635411
156.962,156.97533433,short,False,True,-133.343300000206,1,3.974702890952556
157.076,156.996,short,True,False,799.9999999998408,3,3.934233387576339
157.379,157.37533433,short,False,True,36.65670000003729,1,114999999.99998067
157.562,157.534,short,True,False,280.0000000002001,2,4.420357006988379
157.594,157.60033433,short,False,True,-63.34330000015598,3,8.840714013928116
157.599,157.60433433,short,False,True,-53.34330000010823,1,11.435363016509077
157.589,157.538,short,True,False,509.9999999998772,9,2.6377950516003272
157.692,157.539,short,True,False,1530.0000000002,6,8.345000880867925
157.697,157.70833432999999,short,False,True,-113.34329999982629,1,13.939950574957463
157.662,157.69733433,short,False,True,-353.3432999998354,9,3.48103388404637
157.634,157.64633433,short,False,True,-123.34330000015825,1,7.702080291339454
157.606,157.387,short,True,False,2189.999999999941,37,7.2195430062269415
157.594,157.387,short,True,False,2069.9999999999363,35,9.702671703305173
157.582,157.387,short,True,False,1949.9999999999318,33,9.140197981374401
157.55,157.387,short,True,False,1630.0000000001091,31,3.3723442530402052
157.525,157.387,short,True,False,1380.0000000000523,17,2.915431569434951
157.451,157.387,short,True,False,639.9999999999295,8,19.194260915976677
157.48,157.50233433,short,False,True,-223.3433000000673,1,4.925153340169688
157.413,157.42833432999998,short,False,True,-153.34329999973306,3,2.804165555331157
157.423,157.43933433,short,False,True,-163.34330000006503,2,3.8569075070702685
157.471,157.378,short,True,False,930.0000000001774,27,278.1682768631239
157.366,157.37433433,short,False,True,-83.34329999996726,5,5.75931118638459
157.391,157.39233432999998,short,False,True,-13.343299999917235,1,13.489916287659224
157.399,157.40833433,short,False,True,-93.343300000015,5,4.606650932632492
157.388,157.39533433,short,False,True,-73.34329999991951,1,4.36304338638237
157.394,157.39833432999998,short,False,True,-43.343299999776264,2,14.765834627341093
157.404,157.33,short,True,False,739.9999999998386,17,6.528837611037592
157.404,157.33,short,True,False,739.9999999998386,14,31.700744967547372
157.391,157.39333433,short,False,True,-23.343299999964984,2,26.13169517594776
157.384,157.33,short,True,False,539.9999999997362,5,8.524974227714795
157.381,157.38633432999998,short,False,True,-53.34329999982401,4,9.560713341723512
157.356,157.36533433,short,False,True,-93.343300000015,1,2.785416842984752
157.418,157.41633432999998,short,False,True,16.65670000022601,3,34000000.000020236
157.428,157.384,short,True,False,440.0000000001114,2,131.60649658041092
157.418,157.43033433,short,False,True,-123.34329999987403,4,2.756533999013725
157.406,157.40633433,short,False,True,-3.343299999869487,1,26.919510664211668
157.391,157.40333433,short,False,True,-123.34330000015825,1,5.431993468627229
157.403,157.40633433,short,False,True,-33.34330000001273,3,23.692915818155114
157.355,157.138,short,True,False,2169.9999999998454,9,15.138482231121417
157.338,157.138,short,True,False,1999.9999999998863,5,13.952518185365562
157.305,157.138,short,True,False,1670.000000000016,3,4.473094870057465
157.335,157.34833433,short,False,True,-133.34329999992178,13,14.773895651308935
157.306,157.33633433,short,False,True,-303.34329999988086,23,5.538279566421027
157.218,157.24933433,short,False,True,-313.3433000002128,14,5.74449812712945
157.18,157.038,short,True,False,1419.999999999959,48,5.011588415893493
157.106,157.13233433,short,False,True,-263.3432999999741,7,8.202221207071888
157.065,157.11033433,short,False,True,-453.34330000002865,2,3.8602092498113527
157.11,157.12033433,short,False,True,-103.34329999977854,1,21.288269292784218
157.14,157.14833432999998,short,False,True,-83.34329999996726,1,29.996412429085268
157.128,156.89,short,True,False,2379.9999999999955,47,11.155728818293227
157.12,157.12233433,short,False,True,-23.343299999964984,1,98.52934246673058
157.098,157.10833433,short,False,True,-103.34329999977854,1,20.127090967723362
157.024,157.03533432999998,short,False,True,-113.34329999982629,1,11.822489728128607
156.976,157.00033433,short,False,True,-243.34329999987858,21,3.534101822407095
156.962,156.89,short,True,False,720.0000000000273,2,2.541087084112631
156.939,156.96433432999999,short,False,True,-253.34329999992633,4,2.565688534096486
156.962,156.959,short,True,False,29.99999999985903,1,2999999.9999859026
156.993,157.00233433,short,False,True,-93.343300000015,2,3.642468179289392
157.125,157.014,short,True,False,1109.9999999999,11,20.80861139081313
157.075,157.08033433,short,False,True,-53.34330000010823,1,11.435363016509077
157.062,157.07233433,short,False,True,-103.34329999977854,1,8.708837437956431
157.038,156.972,short,True,False,660.000000000025,11,2.71221767766096
157.028,157.04733432999998,short,False,True,-193.34329999992406,1,11.63733111000395
157.01,157.04133432999998,short,False,True,-313.3432999999286,2,6.60617284620545
156.94,156.803,short,True,False,1370.0000000000045,6,3.2361442829032026
156.942,156.803,short,True,False,1390.0000000001,11,8.018769689982104
156.922,156.94733433,short,False,True,-253.34329999992633,1,4.697183623961414
156.899,156.93233433,short,False,True,-333.3433000000241,2,2.879913890574573
156.884,156.803,short,True,False,809.9999999998886,15,3.0758329526514188
156.884,156.87933433,short,False,True,46.65669999980082,1,80999999.99998885
156.85,156.784,short,True,False,660.000000000025,15,3.8074733779707413
156.8,156.774,short,True,False,260.0000000001046,5,2.5158863709661077
156.798,156.80233433,short,False,True,-43.34330000006048,1,11.07437597043484
156.794,156.75,short,True,False,440.0000000001114,9,4.2576538585573935
156.79,156.724,short,True,False,660.000000000025,8,10.419412944990233
156.767,156.724,short,True,False,430.00000000006366,4,3.2247589492709112
